DESeq2_MV4;11_MEN1-WT+1uM SNDX5613 vs. MEN1-WT+DMSO,Gene,log2FC,padj
,AC069200.3,-0.064912048,0.848213336
,AC016737.2,0.068457509,0.858182432
,AC092953.2,0.135991573,0.753161129
,AL121928.1,NA,NA
,AL360219.2,0.01191074,NA
,CNNM3-DT,0.279972701,0.536305871
,AC097381.3,-0.009920073,NA
,AC090114.2,0.570205825,0.00201126
,AP000254.2,0.260202192,0.568691711
,U62317.4,0.217305731,NA
,ZBTB8B,0.002160681,NA
,AC017083.2,NA,NA
,AP001033.4,-0.308443993,0.496056391
,AL008718.2,0.026049698,0.95714012
,AL121672.3,-0.009920073,NA
,AC093458.1,NA,NA
,AP000350.6,0.716288748,0.05375868
,AC009275.1,0,NA
,AC000068.3,NA,NA
,AC016717.2,0.33263172,0.221534575
,AC016747.3,0.286738671,0.278529873
,AC009237.15,NA,NA
,AC018690.1,0.161330723,0.751153207
,AC024560.3,-0.276692742,NA
,DGCR11,0.622408223,0.061654018
,AL121749.1,0,NA
,RBAKDN,-1.002683837,0.004017861
,AC005229.4,-0.243625422,0.604175798
,AC058791.1,0.001027026,NA
,AC007032.1,-0.229645325,NA
,AC023983.2,0.480260568,0.142017567
,AL008723.2,0.219769247,0.456491756
,OR6L2P,0.028772012,NA
,AC099329.2,0,NA
,AC078846.1,0.453321229,0.018954073
,CYP4F36P,NA,NA
,AL662884.1,NA,NA
,AP005432.2,-0.497101808,0.124828959
,OR7M1P,NA,NA
,AC103591.3,0.155367058,0.75321206
,MICE,0.651795608,0.089637876
,AC004921.1,0,NA
,AP000553.3,-0.214264405,0.514045673
,AC007663.4,0.471623568,0.214529883
,PAXIP1-AS1,0.0665757,0.769056566
,AC027449.1,NA,NA
,AC004832.5,0.094448345,NA
,AL008718.3,-0.377316326,0.371875919
,AP000894.4,-0.306689067,0.48742888
,LINC02019,0.084516972,0.869498233
,AC022017.1,NA,NA
,AC021016.3,0,NA
,AP000547.2,NA,NA
,AL353801.3,0.281908918,0.384227381
,AL451074.6,0.018574475,NA
,AL355472.3,0.01191074,NA
,AC006566.1,NA,NA
,AC096586.2,0.073467188,0.888197623
,AC108747.1,NA,NA
,SFTPD-AS1,0,NA
,AL355488.1,0.956459938,0.002371552
,AC069222.1,0.241580171,0.473213704
,AC055764.2,0.042541365,NA
,OR2Q1P,NA,NA
,AL158071.5,0.160906058,0.638956927
,AL356488.3,0.156359798,0.730435762
,AL137796.1,0,NA
,AC005005.3,0.257779303,0.578486643
,AC005291.2,NA,NA
,AC083880.1,0.084451833,0.870247819
,AC128687.2,0.054366462,NA
,LINC01396,NA,NA
,AL159169.3,-0.030640807,NA
,AC004908.3,0.40353261,0.317191438
,AC107294.3,0.136426412,0.685021512
,AC245008.1,0,NA
,AC069294.1,NA,NA
,OR5B15P,NA,NA
,LINC02712,0,NA
,AL136982.7,NA,NA
,LINC02725,0,NA
,AL732292.2,-0.073080611,0.845796563
,AC004877.1,0.187804773,NA
,AC008738.7,NA,NA
,OR13I1P,0,NA
,AL008582.1,0.221156192,NA
,AC004832.6,-0.373856567,0.22128782
,OR8S21P,NA,NA
,AC108673.3,0.085512305,0.866318458
,AC006946.3,NA,NA
,AL645608.8,-0.653885886,0.070251983
,AC006023.3,0.012688348,NA
,AC133644.2,NA,NA
,AC004067.1,0.526857993,0.064534618
,AC006480.3,0.934985154,0.009012955
,AC093788.1,0.571406685,0.123452487
,AL139124.1,0.059239535,NA
,AL031666.3,0,NA
,AC112503.2,0.220225563,NA
,AC072039.2,0,NA
,AC064836.3,0.064319843,0.900682406
,AC105265.2,0,NA
,AP000238.1,-0.063837115,NA
,AC012510.1,0,NA
,AC096733.3,0.017985338,NA
,BX649601.1,0.643332465,0.076867672
,AL157392.4,0,NA
,AL133215.3,-0.009920073,NA
,AL391069.3,NA,NA
,AL354760.1,0.146566268,NA
,OR6R2P,0,NA
,AL139339.2,0.022826146,NA
,AC096992.2,0.109924287,0.820556024
,AC104836.1,-0.051280568,NA
,AC008264.2,0.002581887,NA
,AP000229.1,0.01191074,NA
,AC098479.1,-0.0237221,NA
,AL359198.2,0,NA
,AC087893.2,NA,NA
,MIR6129,-0.009920073,NA
,AL354809.1,0.399139067,0.123739143
,CNTNAP3P1,NA,NA
,AC022748.3,NA,NA
,TBC1D3K,NA,NA
,FOXD4L6,0,NA
,AC013727.3,NA,NA
,AC241377.1,NA,NA
,SPDYE8P,NA,NA
,AL162274.1,0.326194642,0.299022281
,AL139082.1,0.151004625,0.657171949
,AC090772.4,0.045693443,NA
,AC121758.4,NA,NA
,AC009951.1,NA,NA
,AGBL1,0,NA
,AL137060.1,NA,NA
,H4C12,-0.05616921,0.874380148
,SNORA44,NA,NA
,AC136604.4,0.00151207,NA
,AL354810.1,0,NA
,AC120498.8,NA,NA
,AL136439.1,0.048136257,NA
,AC016597.3,NA,NA
,MIR6812,0.01303079,NA
,AC008781.2,-0.01447068,NA
,AL512310.11,NA,NA
,CWC25,0.052187213,0.55613946
,AL691403.2,-0.291887897,0.24583693
,AL158209.1,NA,NA
,REXO1L3P,NA,NA
,AC131009.3,0.05374869,0.916940272
,AC008432.1,NA,NA
,AC007351.1,NA,NA
,AC106873.2,NA,NA
,AL590998.1,0,NA
,AC009283.1,0.767127494,0.003031591
,AC087072.2,0.01191074,NA
,AC009093.5,0.025659403,NA
,AC096708.3,NA,NA
,OR10G1P,NA,NA
,SNORA78,NA,NA
,AC008175.2,NA,NA
,SMIM11B,0.208637633,0.568238046
,AC245297.3,NA,NA
,MIR7160,NA,NA
,AC092106.2,NA,NA
,AC106873.3,NA,NA
,AL355377.1,NA,NA
,AC211486.6,0,NA
,AL731571.1,0.202475801,0.631837262
,AP001877.1,NA,NA
,EPOP,-1.725656664,9.03E-39
,MIR6776,-0.055072151,0.876549952
,AC005562.2,NA,NA
,RN7SL386P,NA,NA
,ZNHIT3,-0.388068486,1.11E-05
,AL137060.2,NA,NA
,MIR6511A4,NA,NA
,CU633980.1,NA,NA
,AL135999.2,0.004629868,NA
,AL121832.2,0.102431279,0.810382958
,AC098588.1,NA,NA
,AC005045.1,NA,NA
,MIR4726,NA,NA
,AL354798.1,0.152475386,NA
,AL359265.3,0,NA
,AC079395.2,NA,NA
,WBP1LP8,NA,NA
,PPP1R26P2,NA,NA
,AC215522.1,NA,NA
,MIR8065,NA,NA
,AC100793.4,0,NA
,AC020904.2,-0.010961382,0.969447038
,MIR6792,NA,NA
,AC023509.4,NA,NA
,AC108125.1,-0.009920073,NA
,AC010776.3,NA,NA
,AL136317.1,NA,NA
,AC015819.1,-0.068239529,0.856739143
,AC021752.1,0.148207522,0.73685967
,AL118556.3,0,NA
,AL049692.1,-1.101172945,0.001893618
,AC100757.1,-0.112548171,0.770756742
,AC009318.2,0.426811973,0.307821547
,AC109583.3,-0.098163736,0.820097565
,AC004223.4,0.004396463,NA
,AC087284.1,0.165397908,NA
,LONRF2P5,NA,NA
,C2orf27AP1,NA,NA
,AC241952.1,0,NA
,CT45A7,NA,NA
,MRPL57P1,NA,NA
,MIR6760,0,NA
,AC109486.2,NA,NA
,AC091271.1,-0.17094736,0.696063285
,H2BC14,-0.461547324,0.267206303
,AL596245.1,NA,NA
,LHX1,0,NA
,AC024051.1,NA,NA
,AC040975.2,0,NA
,AC005520.7,0.071626518,NA
,AL021997.2,0.052338282,NA
,AC092670.1,0.14732684,0.767294317
,RN7SL343P,NA,NA
,AL359547.2,NA,NA
,AC091812.2,NA,NA
,AC087385.3,NA,NA
,AL139089.1,-0.305963241,0.495417643
,AC106782.4,0.147881523,0.610862061
,AC055845.1,0.01191074,NA
,FP325311.1,0.053687144,NA
,AC007686.3,1.33619615,7.70E-05
,AC007967.4,NA,NA
,VN1R74P,0,NA
,AC011472.4,0.012345701,0.973331207
,AC244100.1,0.022826146,NA
,MIR6075,0,NA
,AL022067.2,NA,NA
,MIR6870,NA,NA
,AC234791.1,NA,NA
,AC022558.3,0.216077847,NA
,CYFIP1,1.11545215,1.51E-70
,AC091179.3,NA,NA
,AC100756.3,NA,NA
,MIR6790,NA,NA
,AL117379.1,0.519904201,0.199232108
,AC245041.1,NA,NA
,VN1R76P,NA,NA
,AC007318.3,0.500592022,0.217647573
,AC024257.4,0.003108768,NA
,AL731566.1,0,NA
,RNVU1-29,0.003437991,NA
,U52112.1,NA,NA
,AC024337.2,0.033207965,NA
,AC244107.2,NA,NA
,MIR6126,NA,NA
,CEACAM20,0.001568041,NA
,MIR6765,NA,NA
,AC004510.1,NA,NA
,AL136040.1,-0.327341369,0.437316439
,AC020658.4,0.551161364,0.168358216
,AC240504.2,NA,NA
,AC007204.1,0.02775484,NA
,AC022898.2,NA,NA
,BX322562.1,0.029708505,NA
,AL133445.2,0.004560973,NA
,AC119619.1,NA,NA
,H2BC8,-0.118403577,0.819157155
,AC138932.5,NA,NA
,AC083805.3,NA,NA
,AL137847.3,0,NA
,BX640514.2,-1.173290556,2.48E-08
,AC123788.2,NA,NA
,AC005695.3,0.126910713,NA
,RN7SL673P,0,NA
,ENPP7P7,NA,NA
,USP27X,0.469901857,0.053790123
,AL096828.3,-0.126422251,0.738439885
,AC008033.3,0.019125744,NA
,FP700111.2,NA,NA
,AL133227.1,0.736013449,0.052327225
,AC007610.5,NA,NA
,MIR7843,NA,NA
,SNORD115-13,NA,NA
,MIR6842,-0.020835479,NA
,AC018755.4,1.397296094,4.88E-05
,AL096677.1,NA,NA
,TAF9,-0.474113585,3.55E-11
,AL139418.1,NA,NA
,AP000552.4,NA,NA
,SDR42E1P4,NA,NA
,AC027088.4,0,NA
,AC023158.2,NA,NA
,AC020658.5,0.979950599,0.005350887
,AC140113.4,NA,NA
,AC024581.2,0,NA
,AC010678.1,NA,NA
,AL022315.2,NA,NA
,AL138721.1,0.109268513,NA
,SLC25A15P4,NA,NA
,MIR6859-2,0.164018155,NA
,AC019176.3,0.01191074,NA
,AC236972.3,-0.009920073,NA
,MIR8066,NA,NA
,AP003499.3,NA,NA
,AL138690.2,NA,NA
,FRMD6-AS1,-0.015223468,NA
,AC034102.8,0.210381729,NA
,AL731566.2,0.540308788,0.125249801
,AL133520.1,-0.048493546,0.921111922
,SLC20A1P2,NA,NA
,AC211476.5,0.056934331,NA
,MIR6798,NA,NA
,NOL12,-0.090628875,0.401113812
,CR848007.2,NA,NA
,AC012313.9,0.033245325,0.951433941
,AC022023.1,0,NA
,AC011297.1,0,NA
,CA15P2,NA,NA
,AL049692.2,NA,NA
,MIR8068,NA,NA
,AC025750.4,0,NA
,AL450423.1,NA,NA
,AC103858.2,-0.162850835,NA
,AC104260.1,NA,NA
,AC084757.4,-0.134303841,0.665969839
,AC211476.6,NA,NA
,MIR6877,0.027082479,NA
,AL513485.1,0.070731487,NA
,RN7SL722P,NA,NA
,AC007351.2,NA,NA
,MIR6853,NA,NA
,RN7SL733P,-0.010020211,NA
,AC020558.3,NA,NA
,AC012306.3,0.005050157,0.988773357
,AL031667.3,-0.049726127,0.918835445
,AC005632.5,-0.009920073,NA
,AC113385.2,NA,NA
,AC009560.1,NA,NA
,AC004080.7,NA,NA
,ENPP7P14,0,NA
,AL359454.1,NA,NA
,AC243654.1,0.093441261,NA
,AC015978.1,NA,NA
,AC009163.6,-0.028549965,NA
,AC068722.2,0.39390655,NA
,AC025162.2,0.132786156,NA
,AC004386.3,NA,NA
,AC007272.2,0,NA
,GOLGA6L1,NA,NA
,AC005066.1,NA,NA
,AL035450.1,NA,NA
,AL592071.1,-0.046640995,NA
,RN7SL106P,NA,NA
,AC005746.3,0,NA
,H3C8,-0.19026256,0.695514798
,AL050318.1,0,NA
,AC121761.2,-0.067694192,NA
,AL450472.3,NA,NA
,AC022079.1,-0.135707076,0.683824345
,SDR42E1P1,NA,NA
,AL355365.1,NA,NA
,AL049794.1,-0.127279504,NA
,RBM17P2,NA,NA
,AL512506.1,0.241129513,NA
,AL135999.3,0,NA
,AP000446.2,NA,NA
,AP001825.2,NA,NA
,AL442635.1,1.034513586,0.002256841
,AC006011.3,0.074791145,NA
,AL137073.1,0.623675838,0.042244127
,RN7SL2,NA,NA
,AL136038.7,0.205634219,0.661879569
,AC010173.2,NA,NA
,AC239804.2,NA,NA
,LINC01138,-0.048495358,0.868857787
,AC024909.1,0.088452518,0.861259232
,AL121873.1,NA,NA
,AL360169.2,NA,NA
,AL590282.1,0.154616455,0.641037458
,MIR3670-4,NA,NA
,FAM27E3,0.21086375,0.660962999
,AC009237.16,NA,NA
,AC069209.1,NA,NA
,AC092140.2,0.212445784,NA
,AC006539.3,0.01191074,NA
,MIR6813,-0.188021954,0.618910477
,AC007014.2,0.143333183,NA
,FAM230J,NA,NA
,CU634019.1,NA,NA
,AC005837.3,0.008068881,NA
,OR7E156P,0,NA
,MIR4727,0,NA
,AL354709.1,NA,NA
,MIR6507,NA,NA
,RNA5SP534,NA,NA
,MIR6724-2,NA,NA
,AC024051.2,NA,NA
,AC040978.1,NA,NA
,MIR6514,-0.085931315,NA
,FP885919.1,NA,NA
,CASTOR2,0.466488224,0.048449218
,AP000769.3,NA,NA
,AC009511.3,NA,NA
,RN7SL539P,NA,NA
,AC087477.7,0,NA
,AC005089.1,0.067436105,NA
,L29074.2,NA,NA
,AL354821.1,NA,NA
,SNORD1C,NA,NA
,AC106739.1,0,NA
,AC009032.1,-0.040261431,NA
,RNA5SP535,NA,NA
,RN7SL787P,NA,NA
,ABCB10P1,-0.04302086,NA
,OR4M2,NA,NA
,AC020910.5,-0.323129647,0.450166727
,AC084824.4,0.357464984,0.289662658
,MIR6777,NA,NA
,ALOX15P1,0.9288467,0.004167678
,MIR6081,NA,NA
,AC090132.2,NA,NA
,AC007027.1,0,NA
,AL136171.1,NA,NA
,AC074029.3,0.00567684,NA
,AC073418.1,NA,NA
,AC027807.2,NA,NA
,AC083849.2,NA,NA
,MIR6774,-0.207113078,0.648202574
,AC073335.2,0,NA
,AC090164.2,NA,NA
,AC072046.2,NA,NA
,FADS2B,0,NA
,AC114781.5,NA,NA
,AC008121.3,0.043458617,NA
,AL591471.1,NA,NA
,AL133243.1,0,NA
,SNX18P1Y,NA,NA
,RNA5SP439,NA,NA
,AL031601.2,NA,NA
,RN7SL585P,NA,NA
,AL021937.5,NA,NA
,MIR8071-1,NA,NA
,AL035661.1,NA,NA
,AC004528.2,NA,NA
,PRAMEF28P,NA,NA
,NATD1,1.025395999,1.69E-15
,RBPJP2,-0.009920073,NA
,H2AB1,NA,NA
,AC011815.2,0.017480105,0.964378656
,RN7SL248P,0.01191074,NA
,AC026333.4,0.138267203,0.746717547
,FAM197Y4,NA,NA
,AP003041.3,0,NA
,AC025521.1,NA,NA
,AL109925.1,NA,NA
,AL138689.1,NA,NA
,AC092636.1,NA,NA
,ANTXRL,0,NA
,RNVU1-27,-0.403537014,0.3061041
,SOCS7,0.214264043,0.017374267
,AL365265.1,NA,NA
,AC015912.3,-0.2408215,0.474054156
,AP005212.2,0,NA
,AC106028.4,0.001096047,NA
,AC087283.2,0,NA
,AC025588.4,NA,NA
,AC009163.7,0.395501315,0.334786781
,AP001065.3,-0.390352633,0.303138066
,TBC1D3H,0,NA
,AC073575.4,0.521728519,0.151470194
,RNA5SP414,NA,NA
,AC007351.3,NA,NA
,AC134878.1,NA,NA
,RN7SL818P,NA,NA
,AC022106.1,NA,NA
,AC097478.1,NA,NA
,AL354976.1,NA,NA
,AC243585.1,0,NA
,AJ011932.1,0,NA
,AP003419.2,0.062795976,NA
,GGTLC3,0,NA
,AC138649.1,-1.106217737,0.001720282
,AL391903.2,NA,NA
,MIR6728,0,NA
,SYNGAP1-AS1,0.323173818,NA
,AL137078.2,0,NA
,MIR7702,NA,NA
,AC245297.4,-1.155971735,0.000691079
,SNORA73A,NA,NA
,AL137060.3,-0.27296221,0.4480503
,GAGE13,NA,NA
,AC009831.3,0.047484642,NA
,CBSL,-0.089311887,NA
,SPATA31E3P,NA,NA
,MIR6069,NA,NA
,AC022929.2,NA,NA
,AC010133.1,NA,NA
,AC244154.1,NA,NA
,ADRA2B,-0.029952352,NA
,H2BC6,-1.091113877,2.13E-05
,AC084018.2,0.363045238,0.407914377
,AC079460.1,NA,NA
,AC015660.3,0.005491532,NA
,AC131902.2,NA,NA
,AC009269.5,0.015528997,NA
,AC099654.4,NA,NA
,MIR6864,0.049565255,NA
,AP000659.1,NA,NA
,MIR5088,0,NA
,AC244093.1,0.060809557,NA
,SNORA71E,NA,NA
,AC091076.1,NA,NA
,AC015722.2,NA,NA
,MIR6749,NA,NA
,AC009318.3,-0.02522519,0.965182366
,ZNF646P1,NA,NA
,LINC02334,0.021589336,NA
,RPSAP73,NA,NA
,AC093578.2,NA,NA
,AL359314.1,NA,NA
,AC007551.2,0,NA
,AL160191.3,NA,NA
,AL355974.1,NA,NA
,CU633967.1,0.018291837,NA
,AC032011.1,0.070690535,NA
,AC005899.7,0.003939537,NA
,AL033538.1,NA,NA
,AC232323.1,NA,NA
,AC002542.2,NA,NA
,AC016999.2,0.01191074,NA
,AC127381.2,NA,NA
,ZNF658,0.883352761,7.40E-05
,RN7SL853P,NA,NA
,AL137000.1,0.024273038,NA
,AC103564.3,NA,NA
,AC105105.3,NA,NA
,FAM74A3,NA,NA
,AL355987.5,0.189535396,0.659684806
,AL139320.1,NA,NA
,AC087742.1,0.259571503,0.292309136
,AL110115.1,-0.035981034,NA
,AC013412.1,NA,NA
,AC004233.3,-0.203547736,0.522336149
,GRAMD4P4,NA,NA
,AC130371.2,0.019206829,NA
,LINC02804,0.052405697,0.89389993
,AC148476.1,0.214944599,0.654209263
,AC239600.2,0.00163284,NA
,ADAMTS7P1,0,NA
,AC005702.3,NA,NA
,AL121612.1,0,NA
,MIR6801,0,NA
,AC245028.3,NA,NA
,AC103691.1,1.881542713,1.03E-08
,AC092107.1,NA,NA
,TMEM269,0.148977687,0.771628923
,AC097634.2,0,NA
,MIR6885,0.01191074,NA
,TPTE,0.001018342,NA
,AC004079.1,NA,NA
,AL357153.4,NA,NA
,AC233981.2,NA,NA
,AC015967.1,0,NA
,AC090510.2,0.42782954,0.309350951
,RNA5SP536,NA,NA
,AC004774.1,NA,NA
,AL121772.1,0.09097483,0.835137542
,AC241644.3,NA,NA
,MIR6515,0,NA
,TBC1D3D,0,NA
,AC026318.1,-0.009920073,NA
,AL162390.2,0,NA
,AC245060.5,NA,NA
,SEC22B2P,NA,NA
,RN7SL196P,0,NA
,AC114271.1,-0.346969009,0.410540982
,AC145423.2,NA,NA
,RNVU1-25,NA,NA
,AL353804.3,NA,NA
,AC024051.3,NA,NA
,AC008957.2,0.029517204,NA
,C8orf89,0.01191074,NA
,AC078909.2,0.078593617,0.803142861
,AC006986.1,NA,NA
,AP001005.2,NA,NA
,AC005790.1,NA,NA
,AC241929.1,NA,NA
,AL136228.1,0.01191074,NA
,AC024051.4,NA,NA
,AC092278.1,0,NA
,AL590730.2,NA,NA
,AC015550.1,NA,NA
,AC092119.2,0.089517048,0.862368275
,AC023282.1,1.097650812,0.000464799
,MIR1273H,0.01191074,NA
,RNA5SP257,NA,NA
,AL512638.2,NA,NA
,LINC01746,0.01191074,NA
,AC242376.2,1.245230429,1.86E-05
,AC008379.2,NA,NA
,RN7SL650P,NA,NA
,AC009154.2,0.01191074,NA
,AL691432.3,NA,NA
,CU633904.1,NA,NA
,AP002383.5,NA,NA
,NPEPPSP1,1.050564221,5.35E-05
,AC124076.1,NA,NA
,AL132655.4,NA,NA
,AL121768.1,0.01191074,NA
,MRPS17P5,NA,NA
,MIR6832,0.14071589,0.634493814
,AC012414.6,NA,NA
,AC007938.4,NA,NA
,AL121845.4,0.023641891,NA
,ANKRD20A6P,NA,NA
,AC123912.6,NA,NA
,AC007613.2,0.012621007,NA
,AL121772.2,0,NA
,AC007336.2,0.01800734,NA
,AL627223.2,NA,NA
,TBC1D3L,0.926180381,0.002582492
,AC018500.1,0.022826146,NA
,AC105020.5,-0.173815782,NA
,FAM74A6,NA,NA
,AC012354.3,NA,NA
,RCC1L,-0.382134043,1.86E-09
,AC008443.7,-0.081640508,NA
,AC090970.2,-0.689899993,0.072355237
,SEBOX,-0.010705723,NA
,AC091304.6,NA,NA
,AC093700.3,NA,NA
,AL034397.3,0.551653297,0.004116273
,AL121955.1,NA,NA
,SNORD28,NA,NA
,AC012354.4,NA,NA
,AL356274.1,NA,NA
,AC007450.2,-0.009920073,NA
,MIR6889,0,NA
,AC138035.3,NA,NA
,AC083806.2,0.019927406,0.965182366
,CU639417.1,0,NA
,AC010205.1,NA,NA
,AC005332.3,0.282635004,0.523786616
,AL121985.2,NA,NA
,AC080038.2,-0.159827023,0.575956554
,RN7SL545P,NA,NA
,AC024884.1,0.262272201,NA
,SPDYE10P,0,NA
,ZYXP1,NA,NA
,AC006249.1,NA,NA
,AL096861.1,0.01191074,NA
,SNORA16A,NA,NA
,FAM74A4,NA,NA
,AP001282.2,0.363624248,0.170325243
,RNU2-1,0.012231162,NA
,DGKK,-0.033627185,NA
,AC027544.4,-0.015900312,NA
,AC025031.3,NA,NA
,AL391669.1,0,NA
,AC087893.3,0,NA
,DUX4L24,NA,NA
,RIMBP3B,0.076506643,NA
,AC240442.1,NA,NA
,PI4KAP1,0.634494342,1.15E-05
,AL137784.2,0,NA
,PCCA-DT,-0.536881174,0.010742476
,AC106873.4,NA,NA
,RNU6-866P,0.01191074,NA
,TBC1D3,0,NA
,AC011447.5,NA,NA
,AL390754.1,NA,NA
,AC233968.1,0.002168665,NA
,AL021937.6,NA,NA
,H4C6,NA,NA
,MIR378J,0.478336477,0.088656555
,MIR6867,NA,NA
,AC007671.1,NA,NA
,AC023490.1,NA,NA
,AL669942.1,0.022826146,NA
,AC073052.2,0.01191074,NA
,AC125257.2,NA,NA
,AL662814.1,NA,NA
,RN7SL719P,0.038543521,NA
,AC092628.2,NA,NA
,SNORD109A,NA,NA
,H2BC17,0.258101657,0.570720865
,AC244669.2,-0.009920073,NA
,AC126175.1,NA,NA
,AL512624.1,NA,NA
,AL157817.1,NA,NA
,AC106782.5,-0.114468851,0.754738574
,AC022467.1,NA,NA
,AL353804.4,NA,NA
,RN7SL625P,NA,NA
,TBC1D3J,-0.009920073,NA
,LINC02371,0.276373116,0.29918905
,AL589862.1,NA,NA
,RN7SKP236,NA,NA
,RNA5SP526,NA,NA
,AP005019.2,NA,NA
,AL133370.2,0,NA
,AC090517.2,0.119857182,0.82213414
,AC137590.2,-0.02887401,NA
,AC040169.3,-0.202182159,0.66328416
,AC106886.3,0.10810694,NA
,MYO5BP1,NA,NA
,AC015540.1,0,NA
,AL360181.4,-0.009920073,NA
,AL391421.2,-0.015241347,NA
,AL591926.1,NA,NA
,AL157834.3,0,NA
,AL390065.1,NA,NA
,AC108704.1,0.019069981,NA
,MIR6761,NA,NA
,AC099521.2,0,NA
,AC108860.3,NA,NA
,AL357559.1,NA,NA
,AL627171.1,NA,NA
,MIR486-1,NA,NA
,AC004774.2,NA,NA
,AC013269.3,NA,NA
,AC005332.4,0.554767285,0.10975789
,MIR7974,0.062535134,NA
,AC136628.5,NA,NA
,AL049757.2,0.188049417,NA
,AL136964.1,NA,NA
,AC012653.2,NA,NA
,AC091825.1,0,NA
,AC079906.1,0.103294405,NA
,AL137028.1,NA,NA
,AC141273.2,NA,NA
,AC069504.1,NA,NA
,CCL23,1.703218925,2.40E-28
,AC004466.2,0.388172651,0.289725163
,AC013791.1,-0.035677813,NA
,AL391827.2,NA,NA
,ELOA3,NA,NA
,RN7SL627P,NA,NA
,AC233702.9,0,NA
,KRTAP7-1,NA,NA
,H3C6,-0.893090583,0.013134235
,AC120498.9,0.677028765,0.075305696
,TRBV12-3,NA,NA
,AL731897.1,NA,NA
,AC243732.1,0.210498939,0.661879569
,AC006435.3,NA,NA
,RNA5SP527,-0.009920073,NA
,AL049766.1,NA,NA
,PRAMEF27,NA,NA
,AC018926.1,0.205790232,0.639993267
,BX072579.2,0,NA
,AC243829.1,0.262482491,0.429566564
,MIR6128,NA,NA
,AF186192.4,0.01191074,NA
,Z82195.2,-0.009920073,NA
,AC090241.3,0.074242199,NA
,AC004792.1,NA,NA
,CU633906.1,NA,NA
,F8A2,-0.016008349,NA
,AC008121.4,0,NA
,AC025166.1,0.0368227,NA
,AC091948.1,0,NA
,AC007204.2,0.01191074,NA
,MIR6768,0.076840206,NA
,TBC1D3B,-0.039875854,NA
,MIR6078,NA,NA
,AC126915.2,NA,NA
,AC138749.5,NA,NA
,MIR6772,NA,NA
,AC012531.4,0,NA
,AC004825.2,0.494781141,0.216223183
,AC018659.3,NA,NA
,AL353770.1,NA,NA
,MIR6762,0,NA
,APONP,0,NA
,MIR7152,0.01191074,NA
,AL023803.2,-0.145322593,0.776994669
,LINC01297,NA,NA
,AC068473.5,-0.054474823,0.826168485
,AC233724.8,NA,NA
,AC110285.5,0.012313116,NA
,AC010333.3,NA,NA
,AC100757.2,NA,NA
,AC020558.4,NA,NA
,AC009233.1,NA,NA
,MIR6788,NA,NA
,AC132807.2,-3.199453436,6.02E-89
,AL590627.2,NA,NA
,AL512427.1,NA,NA
,AC114778.1,NA,NA
,AC106886.4,0,NA
,AC023043.4,-0.274905915,0.35298775
,RN7SL422P,NA,NA
,AL133351.3,NA,NA
,AC131238.1,NA,NA
,AC055872.2,0.01191074,NA
,AC024051.5,NA,NA
,AL135936.1,0,NA
,AC004079.2,NA,NA
,AC051649.2,NA,NA
,AL589994.2,NA,NA
,FP236383.1,NA,NA
,AL137060.4,NA,NA
,AC009804.1,NA,NA
,CR936218.3,NA,NA
,AL117190.3,NA,NA
,SEPTIN14P17,NA,NA
,AC011487.4,NA,NA
,AL136317.2,NA,NA
,AC011700.1,NA,NA
,PANO1,-0.413637921,0.276687181
,AC001226.1,0.052113327,NA
,AC006386.1,NA,NA
,Z69908.1,NA,NA
,AC004241.2,0.19756548,NA
,AL109933.3,NA,NA
,AC093512.1,NA,NA
,AL096828.4,NA,NA
,AC116447.1,0.241277049,NA
,AL390240.1,NA,NA
,AL139384.1,0.432909208,0.004711332
,AC005296.1,NA,NA
,ZKSCAN2-DT,0.967483268,0.001747295
,AC239859.4,0,NA
,KRT89P,NA,NA
,AL157813.1,0.601063771,0.126170491
,AC105227.2,NA,NA
,MIR7150,NA,NA
,TBC1D3I,0.01191074,NA
,AC009014.1,NA,NA
,AC090826.2,NA,NA
,MIR8083,NA,NA
,AC079684.2,0.380196409,0.379114538
,AC090971.6,NA,NA
,NKAIN3-IT1,NA,NA
,TEX28P1,NA,NA
,RN7SL600P,0,NA
,AC026356.1,-0.116211427,0.821907808
,AC019322.5,NA,NA
,AC112218.2,0,NA
,MIR6771,NA,NA
,AC013470.4,NA,NA
,BSNDP2,NA,NA
,MIR6735,NA,NA
,AC087588.2,NA,NA
,AC011298.2,NA,NA
,RNU11,NA,NA
,AC020656.2,0,NA
,AC211476.7,NA,NA
,PTCHD3P1,NA,NA
,MIR6750,0.108187016,NA
,AC092794.1,0.810967657,0.016834953
,MIR6876,NA,NA
,AC254629.1,0,NA
,MIR8056,NA,NA
,AC013564.1,0.019016268,NA
,AC006449.1,-0.009920073,NA
,H2AC12,-0.158680856,0.733036735
,SNORA17A,NA,NA
,MIR8052,NA,NA
,AL365215.1,NA,NA
,AL352984.2,NA,NA
,ZNF280B,NA,NA
,AL354950.1,-0.307644516,NA
,AC233968.2,NA,NA
,AC129492.6,0,NA
,AC011476.5,NA,NA
,RN7SL166P,0,NA
,AL353149.1,0,NA
,AC015574.1,NA,NA
,AL353748.2,0.0022546,NA
,MIR6753,0.30089517,0.508795045
,MLLT6,0.655837307,2.54E-23
,AC005383.1,NA,NA
,AC002401.3,0,NA
,GXYLT1P4,0,NA
,HMGB1P24,0.13450945,0.798661745
,RNU6-538P,NA,NA
,AL133467.5,NA,NA
